company_name,website_url,profile_url,directory_page
Art Resources,http://www.artresources.us,https://www.highpointmarket.org/exhibitor/5717,12
Arteriors,http://www.arteriorshome.com,https://www.highpointmarket.org/exhibitor/491,12
Artesia,http://www.artesiacollections.com,https://www.highpointmarket.org/exhibitor/745,13
Artifacts,http://www.atlantaantiquescollective.com,https://www.highpointmarket.org/exhibitor/7621,13
Artisan & Post by Vaughan-Bassett,http://www.vaughanbassett.com,https://www.highpointmarket.org/exhibitor/14291,13
Artisan Concrete Design Studio,http://www.artisanconcretedesignstudio.com,https://www.highpointmarket.org/exhibitor/15881,13
Artisan Leather,,https://www.highpointmarket.org/exhibitor/15305,13
Artistic Leathers,http://www.artisticleathers.com,https://www.highpointmarket.org/exhibitor/5391,13
Artists Guild of America,http://www.ArtistsGuildofAmerica.com,https://www.highpointmarket.org/exhibitor/1788,13
Artitalia Group LLC,http://www.artitaliagroup.com,https://www.highpointmarket.org/exhibitor/551,13
"Artmax, Inc",http://www.artmaxfurniture.com,https://www.highpointmarket.org/exhibitor/615,13
Ashley Childers for Global Views,,https://www.highpointmarket.org/exhibitor/14369,13
Ashley Furniture - TSI,,https://www.highpointmarket.org/exhibitor/16023,14
Ashley Furniture Industries,http://www.ashleyfurniture.com,https://www.highpointmarket.org/exhibitor/858,14
Asia Minor Carpets,,https://www.highpointmarket.org/exhibitor/15920,14
Asia Minor Carpets Inc,http://www.asiaminorcarpets.com,https://www.highpointmarket.org/exhibitor/1054,14
Asiades Hong Kong Ltd,http://www.asiades.com,https://www.highpointmarket.org/exhibitor/7302,14
Asian Loft USA,http://www.asianloft.com,https://www.highpointmarket.org/exhibitor/1132,14
ASID(American Society of Interior Designers),http://www.asid.org,https://www.highpointmarket.org/exhibitor/7441,14
aspenhome,http://www.aspenhome.net,https://www.highpointmarket.org/exhibitor/930,14
Atelier Home,http://www.RockfordWholesale.com,https://www.highpointmarket.org/exhibitor/13459,14
Atrium on Main,http://www.atriumonmain.com,https://www.highpointmarket.org/exhibitor/3000,14
Atunus Furniture,http://www.atunus.com,https://www.highpointmarket.org/exhibitor/16134,15
Aura Home Designs,,https://www.highpointmarket.org/exhibitor/15926,15
Auré,http://www.sherrillfurniture.com,https://www.highpointmarket.org/exhibitor/16119,15
Auskin USA,http://www.fibreusab2b.com,https://www.highpointmarket.org/exhibitor/13740,15
Austin Group Furniture,http://www.austingroupfurniture.com,https://www.highpointmarket.org/exhibitor/1276,15
Austin Williams Art,http://www.austinwilliamsart.com,https://www.highpointmarket.org/exhibitor/16197,15
Aux Abris,http://www.auxabris.com,https://www.highpointmarket.org/exhibitor/16308,15
Avala International,http://www.avalainc.com,https://www.highpointmarket.org/exhibitor/3063,15
Avalon Furniture,http://www.avalonfurniture.com,https://www.highpointmarket.org/exhibitor/6225,15
Avalon Upholstery,,https://www.highpointmarket.org/exhibitor/15307,15
Avanti/By Avanti LLC,http://www.AvantiByAvanti.com,https://www.highpointmarket.org/exhibitor/2502,16
Avasa Home,http://www.avasahome.com,https://www.highpointmarket.org/exhibitor/13518,16
Aviva Stanoff Design,http://www.avivastanoff.com,https://www.highpointmarket.org/exhibitor/7113,16
AW Custom Furniture,http://www.aandwfurniture.com,https://www.highpointmarket.org/exhibitor/16123,16
AWK Design Antiques,,https://www.highpointmarket.org/exhibitor/15891,16
Aydin Tekstil Ticaret Ve Pazarlama A. S.,,https://www.highpointmarket.org/exhibitor/15280,16
AYOTO Furniture,http://ayoto.com,https://www.highpointmarket.org/exhibitor/16257,16
Azenco,http://azenco-outdoor.com/,https://www.highpointmarket.org/exhibitor/16175,16
Azzurro Living,http://www.azzurroliving.com/,https://www.highpointmarket.org/exhibitor/14300,16
B & B Outdoor Furniture,,https://www.highpointmarket.org/exhibitor/16096,16
B Hester Antiques,,https://www.highpointmarket.org/exhibitor/15715,17
B Kelley Antiques,,https://www.highpointmarket.org/exhibitor/6625,17
Baker | McGuire,http://www.bakerfurniture.com,https://www.highpointmarket.org/exhibitor/384,17
Balta Rugs,http://baltarugs.com,https://www.highpointmarket.org/exhibitor/14462,17
Bangladesh Furniture Exporters' Association,,https://www.highpointmarket.org/exhibitor/16271,17
Banker & Brisebois,http://www.bankerbrisebois.com,https://www.highpointmarket.org/exhibitor/15201,17
Banyan Designs,http://www.marshallgroupcorp.com,https://www.highpointmarket.org/exhibitor/7736,17
Barbara Barry for Global Views,http://www.globalviews.com/barbara_barry,https://www.highpointmarket.org/exhibitor/4114,17
Barcalounger,http://www.barcalounger.com,https://www.highpointmarket.org/exhibitor/524,17
Barclay Butera,http://www.lexington.com,https://www.highpointmarket.org/exhibitor/11269,17
Barloga Studios,http://www.barlogastudios.com,https://www.highpointmarket.org/exhibitor/5086,18
"Barlow Tyrie, Inc",http://www.teak.com,https://www.highpointmarket.org/exhibitor/877,18
Barrett Bergmann Home,http://www.shopbbh.com,https://www.highpointmarket.org/exhibitor/15890,18
Barrow/Merrimac Textile,http://www.barrowindustries.com,https://www.highpointmarket.org/exhibitor/1241,18
Bassett Furniture,http://www.bassettfurniture.com,https://www.highpointmarket.org/exhibitor/454,18
Bassett Furniture Upholstery,http://www.bassettfurniture.com,https://www.highpointmarket.org/exhibitor/14028,18
Bassett Mirror,http://www.bassettmirror.com,https://www.highpointmarket.org/exhibitor/685,18
BDI,http://www.bdiusa.com,https://www.highpointmarket.org/exhibitor/637,18
Beacon Custom Lighting,http://www.beaconcustomlighting.com,https://www.highpointmarket.org/exhibitor/14534,18
Beaufurn,http://beaufurn.com/,https://www.highpointmarket.org/exhibitor/16051,18
Beco Inc.,,https://www.highpointmarket.org/exhibitor/13986,19
Bedding Industries of America,http://beddingindustriesofamerica.com,https://www.highpointmarket.org/exhibitor/14700,19
Bedford Collections,http://www.bedfordcollections.com,https://www.highpointmarket.org/exhibitor/2190,19
BEDGEAR Performance Bedding,http://www.bedgear.com,https://www.highpointmarket.org/exhibitor/6766,19
BedTech,http://www.rockfordwholesale.com,https://www.highpointmarket.org/exhibitor/14363,19
Behold Home,http://www.beholdhome.us,https://www.highpointmarket.org/exhibitor/7066,19
"Beixiyang (ANJI) Technology Co., Ltd.",,https://www.highpointmarket.org/exhibitor/15771,19
Bell and Preston,,https://www.highpointmarket.org/exhibitor/14047,19
Bella Home Furnishings,http://www.bellahomefabrics.com,https://www.highpointmarket.org/exhibitor/14577,19
Belle Maison Textile,,https://www.highpointmarket.org/exhibitor/13999,19
Belle Meade Signature,http://www.bellemeadesignature.com,https://www.highpointmarket.org/exhibitor/3044,20
Bellini Modern Living,http://www.bellinimodernliving.com,https://www.highpointmarket.org/exhibitor/3456,20
Bellona USA,http://www.bellonausa.com,https://www.highpointmarket.org/exhibitor/13864,20
Benchmaster Furniture,http://www.benchmasterfurniture.com,https://www.highpointmarket.org/exhibitor/3438,20
Benchmaster Furniture,http://www.benchmasterfurniture.com,https://www.highpointmarket.org/exhibitor/16252,20
BENNETT To The Trade,http://www.bennetttothetrade.com,https://www.highpointmarket.org/exhibitor/13782,20
Benton Lane,http://www.bentonlane.com,https://www.highpointmarket.org/exhibitor/16200,20
Bermex,http://www.bermex.ca,https://www.highpointmarket.org/exhibitor/1405,20
Bernards Furniture Group,http://www.bernardsinc.com,https://www.highpointmarket.org/exhibitor/936,20
Bernhardt Furniture Company,http://www.bernhardt.com,https://www.highpointmarket.org/exhibitor/646,20
Best Home Furnishings,http://www.BestHF.com,https://www.highpointmarket.org/exhibitor/1482,21
Best Partner Int'l Freight Ltd.,http://www.asiabestpartner.cn,https://www.highpointmarket.org/exhibitor/16263,21
Beth Poindexter Luxe,http://www.bethpoindexterluxe.com,https://www.highpointmarket.org/exhibitor/13973,21
Beth Poindexter Luxe,,https://www.highpointmarket.org/exhibitor/16248,21
Bethel International,http://www.bethelin.com,https://www.highpointmarket.org/exhibitor/2505,21
Better Furniture,,https://www.highpointmarket.org/exhibitor/15763,21
Bettyoh,,https://www.highpointmarket.org/exhibitor/16222,21
Beyond Borders Furniture Co,http://www.beyondbordersimports.com,https://www.highpointmarket.org/exhibitor/8798,21
beyondSMART powered by eMoMo,,https://www.highpointmarket.org/exhibitor/13396,21
BFG - Brazil Furniture Group,http://www.brazilfurnituregroup.com,https://www.highpointmarket.org/exhibitor/129,21
BG Industries,http://www.bgindustries.net,https://www.highpointmarket.org/exhibitor/4187,22
BIDK Home,http://www.bidkhome.com,https://www.highpointmarket.org/exhibitor/14469,22
Big House Fabrics,http://www.bighousefabrics.com,https://www.highpointmarket.org/exhibitor/15343,22
Biohort GmbH,http://www.biohort.com,https://www.highpointmarket.org/exhibitor/15872,22
Birdie Fortescue,http://birdiefortescue.co.uk/,https://www.highpointmarket.org/exhibitor/16309,22
Bittersweet Designs,,https://www.highpointmarket.org/exhibitor/14368,22
Black Crow Studios,http://www.blackcrowstudios.com,https://www.highpointmarket.org/exhibitor/10088,22
Black Red White,http://www.pl.furniture/black-red-white,https://www.highpointmarket.org/exhibitor/14311,22
Blanco,http:// www.blanco.com/,https://www.highpointmarket.org/exhibitor/16173,22
Blaxsand,http://www.blaxsand.com,https://www.highpointmarket.org/exhibitor/5499,22
Blue Ocean Traders Presents: Gypsy Marketplace,http://www.blueoceantraders.com,https://www.highpointmarket.org/exhibitor/6544,23
Blue Pheasant,http://www.bluepheasant.com,https://www.highpointmarket.org/exhibitor/7308,23
Blue Spiral 1,http://www.bluespiral1.com,https://www.highpointmarket.org/exhibitor/15383,23
BlueStar,http://www.bluestarcooking.com/,https://www.highpointmarket.org/exhibitor/16167,23
Boda Acrylic,http://www.bodaacrylic.com,https://www.highpointmarket.org/exhibitor/14025,23
Boga Rugs,http://www.bogarugs.com,https://www.highpointmarket.org/exhibitor/6555,23
Bojay,http://www.bojayinc.com,https://www.highpointmarket.org/exhibitor/7615,23
Boliya,http://www.boliya-usa.com,https://www.highpointmarket.org/exhibitor/2801,23
Bontempi Casa,http://www.bontempi.it,https://www.highpointmarket.org/exhibitor/660,23
Boraam Industries,http://www.boraamindustries.com,https://www.highpointmarket.org/exhibitor/15519,23
Bordbar Design GmbH,http://www.bordbar.de/en,https://www.highpointmarket.org/exhibitor/15957,24
Borkholder Furniture,http://www.borkholderfurniture.com,https://www.highpointmarket.org/exhibitor/5681,24
Boss Seating/Presidential Seating,http://www.presidentialseating.com  www.bosschair.com,https://www.highpointmarket.org/exhibitor/1415,24
Bostan Carpets,http://www.bostancarpets.com,https://www.highpointmarket.org/exhibitor/14584,24
Boulder Innovations,http://www.boulderinnovations.com,https://www.highpointmarket.org/exhibitor/16295,24
Bovi Fine Linens,http://www.bovigraccioza.com,https://www.highpointmarket.org/exhibitor/15006,24
Boxwood Antique Market,,https://www.highpointmarket.org/exhibitor/14809,24
Bracci,http://www.braccisofas.com,https://www.highpointmarket.org/exhibitor/6095,24
Braden River Antiques,,https://www.highpointmarket.org/exhibitor/14721,24
Bradington-Young,http://bradington-young.com,https://www.highpointmarket.org/exhibitor/448,24
Bramble Co.,http://www.brambleco.com,https://www.highpointmarket.org/exhibitor/1724,25
Branch Home,http://www.branchhomedesigns.com,https://www.highpointmarket.org/exhibitor/14450,25
BrandSource Home Furnishings and Bedding,http://www.joinbrandsource.com,https://www.highpointmarket.org/exhibitor/15150,25
Brass Hardware,http://brasshardware.com,https://www.highpointmarket.org/exhibitor/15679,25
Braxton Culler,http://www.braxtonculler.com,https://www.highpointmarket.org/exhibitor/1517,25
Bread Financial,http://www.breadfinancial.com,https://www.highpointmarket.org/exhibitor/16092,25
Brenner Valdez Antiques,,https://www.highpointmarket.org/exhibitor/15892,25
Brentwood Classics Limited,http://www.brentwoodclassics.com,https://www.highpointmarket.org/exhibitor/6636,25
Brentwood Textiles,http://www.brentwoodtextiles.com,https://www.highpointmarket.org/exhibitor/14350,25
Briarwood Bedrooms,http://www.briarwoodfhf.com,https://www.highpointmarket.org/exhibitor/14773,25
Broad Hall,,https://www.highpointmarket.org/exhibitor/15482,26
Brooke Noel Morgan,,https://www.highpointmarket.org/exhibitor/16236,26
Brooklane Furniture,,https://www.highpointmarket.org/exhibitor/15734,26
Brown Jordan,http://www.brownjordan.com,https://www.highpointmarket.org/exhibitor/876,26
Browne & Moore,http://www.ejvictor.com,https://www.highpointmarket.org/exhibitor/14184,26
BRSTUDIO.EU,http://www.brstudio.eu,https://www.highpointmarket.org/exhibitor/15526,26
Bru Textiles,,https://www.highpointmarket.org/exhibitor/13807,26
BS Trading Rug,http://www.bstrading.com,https://www.highpointmarket.org/exhibitor/1785,26
BunkRoomHome,http://www.bunkroomhome.com,https://www.highpointmarket.org/exhibitor/14192,26
"Burton James, Inc.",http://www.burtonjames.com,https://www.highpointmarket.org/exhibitor/740,26
Busatti Since 1842,http://www.busatti.com,https://www.highpointmarket.org/exhibitor/15557,27
Business & Pleasure Co.,http://www.businessandpleasureco.com,https://www.highpointmarket.org/exhibitor/15452,27
Buster + Punch,http://www.busterandpunch.com/us,https://www.highpointmarket.org/exhibitor/15998,27
Butler Specialty Company,http://www.butlerspecialty.net,https://www.highpointmarket.org/exhibitor/483,27
Cabinetbed,http://www.cabinetbed.ca,https://www.highpointmarket.org/exhibitor/13614,27
Cal Lighting and Accessories,http://www.calighting.com,https://www.highpointmarket.org/exhibitor/501,27
Calia Italia,http://www.caliaitalia.com,https://www.highpointmarket.org/exhibitor/14590,27
California House,http://www.californiahouse.com,https://www.highpointmarket.org/exhibitor/5083,27
California Shells and Corals,,https://www.highpointmarket.org/exhibitor/10192,27
"Calligaris USA, Inc.",http://www.calligaris.com,https://www.highpointmarket.org/exhibitor/845,27
Callisto Home,http://www.callistohome.com,https://www.highpointmarket.org/exhibitor/2063,28
Cambria,http://www.cambriausa.com,https://www.highpointmarket.org/exhibitor/15659,28
Cambridge Sleep Sciences,http://www.cambridgesleepsciences.com,https://www.highpointmarket.org/exhibitor/15809,28
Canaan Company,http://www.dvkap.com,https://www.highpointmarket.org/exhibitor/2508,28
Canadel Furniture Inc,http://www.canadel.com,https://www.highpointmarket.org/exhibitor/1253,28
Canadian Wood,http://www.canadianwoodbc.com,https://www.highpointmarket.org/exhibitor/15856,28
Canal Dover Furniture,http://www.canaldover.com,https://www.highpointmarket.org/exhibitor/13528,28
Canyon Furniture,http://www.canyon.com.mx,https://www.highpointmarket.org/exhibitor/235,28
Capa,http://www.capaimports.com,https://www.highpointmarket.org/exhibitor/1538,28
Capa,,https://www.highpointmarket.org/exhibitor/15728,28
Capa Boutique,http://www.capaimports.com,https://www.highpointmarket.org/exhibitor/5081,29
Capel Rugs,http://www.capelrugs.com,https://www.highpointmarket.org/exhibitor/6175,29
Capital Garden Products Ltd,http://www.capital-garden.com,https://www.highpointmarket.org/exhibitor/6869,29
Cappadocia Rugs,http://cappadociarugs.com/,https://www.highpointmarket.org/exhibitor/16147,29
Capris Furniture,http://www.caprisfurniture.com,https://www.highpointmarket.org/exhibitor/1484,29
Caracole,http://www.caracole.com,https://www.highpointmarket.org/exhibitor/516,29
Carol Pollard,,https://www.highpointmarket.org/exhibitor/5023,29
Carolina Custom Leather,http://www.ccleather.com,https://www.highpointmarket.org/exhibitor/3578,29
Carvelli Italia,http://www.newtrendconcepts.it,https://www.highpointmarket.org/exhibitor/14939,29
Casa Bonita Home Furnishings,http://www.casabonitallc.com,https://www.highpointmarket.org/exhibitor/14670,29
Casa Branca,http://www.casabranca.com,https://www.highpointmarket.org/exhibitor/16310,30
Casa Italia,,https://www.highpointmarket.org/exhibitor/14781,30
Case & Canvas,http://shop.codarus.com/collections/case-canvas,https://www.highpointmarket.org/exhibitor/14817,30
Cassady Closeouts,http://www.cassadycloseouts.com,https://www.highpointmarket.org/exhibitor/4123,30
Catherine's Home,http://www.catherinehome.com/,https://www.highpointmarket.org/exhibitor/16087,30
Catiques,http://www.vintagecatiques.com,https://www.highpointmarket.org/exhibitor/6034,30
Cattelan Italia,http://www.cattelanitalia.com,https://www.highpointmarket.org/exhibitor/6556,30
CCB Industries LLC,http://carolinacustombooth.com/,https://www.highpointmarket.org/exhibitor/16047,30
Celadon Art,http://www.celadonart.com,https://www.highpointmarket.org/exhibitor/8802,30
Centers of High Point | 212 E. Russell,http://www.centersofhighpoint.com,https://www.highpointmarket.org/exhibitor/14239,30
Centers of High Point | 411 Manning,http://www.centersofhighpoint.com,https://www.highpointmarket.org/exhibitor/14238,31
Centers of High Point | Centennial,http:// www.centersofhighpoint.com,https://www.highpointmarket.org/exhibitor/1563,31
Centers of High Point | Hamilton,http://www.centersofhighpoint.com,https://www.highpointmarket.org/exhibitor/1564,31
Centers of High Point | Manning,http://www.centersofhighpoint.com,https://www.highpointmarket.org/exhibitor/1562,31
Centers of High Point | Russell,,https://www.highpointmarket.org/exhibitor/1560,31
Central Oriental Rugs,http://Centraloriental.com,https://www.highpointmarket.org/exhibitor/6895,31
Century Furniture,http://www.centuryfurniture.com,https://www.highpointmarket.org/exhibitor/1118,31
Cereria Molla,http://www.cereriamolla.com,https://www.highpointmarket.org/exhibitor/16022,31
CERERIA MOLLÃ 1899 / EUROPEAN SCENTS,http://cereriamolla.us/,https://www.highpointmarket.org/exhibitor/15459,31
Chaddock,http://www.chaddock.com,https://www.highpointmarket.org/exhibitor/1498,31
